,Idade,Genero,Estados,Cargo,Carreira,Faixa salarial,Experiencia,Raça
291,69.0,Masculino,São Paulo (SP),Outra opção,Sênior,22500.0,Mais de 10 anos,Branca
292,37.0,Masculino,Distrito Federal (DF),Analista de Dados,Pleno,14000.0,de 4 a 6 anos,Parda
293,27.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Pleno,3500.0,de 3 a 4 anos,Parda
294,27.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,22500.0,de 4 a 6 anos,Branca
295,35.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Branca
296,32.0,Masculino,Pernambuco (PE),,,,,Parda
297,27.0,Masculino,Goiás (GO),Engenheiro de dados,Pleno,3500.0,Até 2 anos,Branca
298,25.0,Masculino,Paraná (PR),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca
299,34.0,Masculino,Espírito Santo (ES),,,35000.0,Mais de 10 anos,Branca
300,41.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Sênior,22500.0,Mais de 10 anos,Branca
301,39.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Amarela
302,36.0,Masculino,São Paulo (SP),Outra opção,Pleno,5000.0,Até 2 anos,Parda
303,34.0,Masculino,Paraíba (PB),Analista de Dados,Sênior,7000.0,de 3 a 4 anos,Parda
304,28.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 4 a 6 anos,Branca
305,42.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca
306,23.0,Masculino,Bahia (BA),Cientista de dados,Júnior,5000.0,Até 2 anos,Parda
307,31.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,Até 2 anos,Parda
308,21.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,2500.0,Até 2 anos,Amarela
309,28.0,Masculino,Minas Gerais (MG),,,,,Branca
310,31.0,Masculino,São Paulo (SP),,,,,Branca
311,29.0,Feminino,São Paulo (SP),Engenheiro de dados,Sênior,10000.0,de 7 a 10 anos,Branca
312,31.0,Masculino,Rio Grande do Sul (RS),,,7000.0,de 7 a 10 anos,Parda
313,32.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,18000.0,de 4 a 6 anos,Parda
314,20.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca
315,25.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,3500.0,de 3 a 4 anos,Branca
316,40.0,Masculino,Paraíba (PB),,,14000.0,de 4 a 6 anos,Parda
317,33.0,Masculino,São Paulo (SP),,,22500.0,de 3 a 4 anos,Branca
318,39.0,Masculino,Pernambuco (PE),,,18000.0,Mais de 10 anos,Parda
319,31.0,Masculino,São Paulo (SP),,,,,Preta
320,27.0,Masculino,São Paulo (SP),,,,,Parda
321,35.0,Feminino,Rio de Janeiro (RJ),,,,,Parda
322,22.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca
323,31.0,Masculino,Paraná (PR),Analista de Dados,Pleno,3500.0,Até 2 anos,Branca
324,23.0,Masculino,São Paulo (SP),Outra opção,Júnior,5000.0,Até 2 anos,Branca
325,31.0,Masculino,Ceará (CE),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Parda
326,20.0,Masculino,Mato Grosso (MT),Analista de BI,Júnior,3500.0,Até 2 anos,Não informado
327,34.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Branca
328,47.0,Masculino,Mato Grosso (MT),,,18000.0,de 7 a 10 anos,Branca
329,29.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca
330,20.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Júnior,1000.0,Até 2 anos,Branca
331,32.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Branca
332,37.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,10000.0,Até 2 anos,Branca
333,48.0,Masculino,Ceará (CE),,,18000.0,Mais de 10 anos,Preta
334,28.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Sênior,5000.0,de 3 a 4 anos,Branca
335,31.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca
336,29.0,Masculino,Paraná (PR),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Branca
337,27.0,Feminino,Ceará (CE),Analista de Dados,Júnior,7000.0,Até 2 anos,Branca
338,23.0,Masculino,Mato Grosso do Sul (MS),,,3500.0,Até 2 anos,Parda
339,28.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Preta
340,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,5000.0,de 3 a 4 anos,Branca
341,50.0,Masculino,Goiás (GO),,,7000.0,Até 2 anos,Branca
342,37.0,Feminino,Rio Grande do Sul (RS),,,,,Branca
343,30.0,Feminino,Santa Catarina (SC),Engenheiro de dados,Sênior,14000.0,Mais de 10 anos,Branca
344,30.0,Feminino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Parda
345,28.0,Masculino,Rio de Janeiro (RJ),,,3500.0,de 3 a 4 anos,Branca
346,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,10000.0,Até 2 anos,Branca
347,34.0,Masculino,Sergipe (SE),Cientista de dados,Pleno,10000.0,Até 2 anos,Parda
348,59.0,Masculino,,,,,,Branca
349,44.0,Masculino,Paraná (PR),Outra opção,Júnior,1500.0,Até 2 anos,Parda
350,,,,,,,,
351,23.0,Masculino,Santa Catarina (SC),Analista de Dados,Júnior,3500.0,Até 2 anos,Parda
352,26.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,5000.0,Até 2 anos,Preta
353,41.0,Masculino,São Paulo (SP),,,,,Preta
354,42.0,Masculino,São Paulo (SP),,,35000.0,Até 2 anos,Branca
355,27.0,Feminino,Amazonas (AM),Analista de BI,Pleno,3500.0,Até 2 anos,Parda
356,30.0,Feminino,Rio de Janeiro (RJ),,,10000.0,Mais de 10 anos,Branca
357,32.0,Masculino,Paraná (PR),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Parda
358,28.0,Masculino,Minas Gerais (MG),,,18000.0,de 4 a 6 anos,Branca
359,36.0,Masculino,Distrito Federal (DF),Outra opção,Sênior,7000.0,de 7 a 10 anos,Parda
360,34.0,Masculino,Paraná (PR),Analista de BI,Pleno,3500.0,de 3 a 4 anos,Branca
361,35.0,Masculino,Bahia (BA),,,14000.0,de 3 a 4 anos,Branca
362,28.0,Masculino,,Engenheiro de dados,Pleno,10000.0,de 4 a 6 anos,Branca
363,27.0,Feminino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda
364,19.0,Masculino,Rio Grande do Sul (RS),,,,,Branca
365,31.0,Feminino,São Paulo (SP),Outra opção,Sênior,10000.0,de 7 a 10 anos,Branca
366,23.0,Masculino,Minas Gerais (MG),Cientista de dados,Júnior,5000.0,Até 2 anos,Branca
367,24.0,Masculino,Paraná (PR),Analista de BI,Pleno,2500.0,Até 2 anos,Branca
368,25.0,Outro,Minas Gerais (MG),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
369,28.0,Masculino,Paraná (PR),,,1500.0,Até 2 anos,Parda
370,24.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca
371,32.0,Masculino,São Paulo (SP),,,,,Branca
372,38.0,Masculino,São Paulo (SP),,,14000.0,de 4 a 6 anos,Amarela
373,27.0,Feminino,Ceará (CE),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Parda
374,28.0,Masculino,Rio de Janeiro (RJ),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca
375,32.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,22500.0,de 7 a 10 anos,Branca
376,29.0,Masculino,Mato Grosso do Sul (MS),,,10000.0,de 4 a 6 anos,Branca
377,34.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Sênior,7000.0,de 3 a 4 anos,Branca
378,30.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,14000.0,de 3 a 4 anos,Parda
379,47.0,Feminino,Ceará (CE),,,14000.0,Mais de 10 anos,Parda
380,28.0,Masculino,Paraná (PR),Engenheiro de dados,Sênior,22500.0,de 4 a 6 anos,Branca
381,27.0,Masculino,Santa Catarina (SC),Analista de BI,Sênior,10000.0,de 3 a 4 anos,Branca
382,40.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,de 4 a 6 anos,Branca
383,35.0,Masculino,Rio de Janeiro (RJ),,,,,Branca
384,28.0,Masculino,São Paulo (SP),Analista de BI,Júnior,2500.0,Até 2 anos,Branca
385,24.0,Masculino,Rio Grande do Norte (RN),Analista de BI,Pleno,3500.0,Até 2 anos,Parda
386,29.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca
387,27.0,Masculino,Minas Gerais (MG),,,10000.0,de 4 a 6 anos,Branca
388,40.0,Feminino,Rio Grande do Sul (RS),,,7000.0,Até 2 anos,Branca
389,28.0,Masculino,Ceará (CE),Outra opção,Júnior,3500.0,Até 2 anos,Branca
390,26.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,14000.0,de 3 a 4 anos,Branca
391,29.0,Feminino,São Paulo (SP),,,7000.0,de 4 a 6 anos,Branca
392,26.0,Masculino,Paraná (PR),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
393,33.0,Masculino,Minas Gerais (MG),Engenheiro de dados,Pleno,10000.0,Até 2 anos,Parda
394,31.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
395,28.0,Masculino,São Paulo (SP),,,,,Parda
396,25.0,Masculino,Rio de Janeiro (RJ),Analista de BI,Pleno,3500.0,Até 2 anos,Branca
397,28.0,Masculino,Pernambuco (PE),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
398,28.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Branca
399,32.0,Masculino,Minas Gerais (MG),,,10000.0,de 3 a 4 anos,Branca
400,30.0,Masculino,Distrito Federal (DF),,,14000.0,Mais de 10 anos,Parda
401,22.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca
402,25.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca
403,30.0,Masculino,Pernambuco (PE),Cientista de dados,Sênior,7000.0,de 4 a 6 anos,Parda
404,30.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,1500.0,de 3 a 4 anos,Parda
405,22.0,Masculino,Amazonas (AM),Analista de Dados,Pleno,7000.0,de 4 a 6 anos,Branca
406,36.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Parda
407,32.0,Masculino,Minas Gerais (MG),,,22500.0,de 7 a 10 anos,Branca
408,51.0,Masculino,São Paulo (SP),,,27500.0,Mais de 10 anos,Branca
409,28.0,Feminino,Goiás (GO),,,,,Parda
410,42.0,Masculino,São Paulo (SP),,,22500.0,Mais de 10 anos,Branca
411,30.0,Feminino,São Paulo (SP),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
412,20.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
413,37.0,Masculino,Rio de Janeiro (RJ),,,22500.0,Mais de 10 anos,Branca
414,31.0,Masculino,Piauí (PI),Outra opção,Pleno,10000.0,de 3 a 4 anos,Parda
415,28.0,Masculino,Ceará (CE),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Preta
416,30.0,Feminino,São Paulo (SP),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Parda
417,25.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,22500.0,de 4 a 6 anos,Branca
418,42.0,Feminino,São Paulo (SP),,,,,Amarela
419,29.0,Masculino,Rio Grande do Sul (RS),Engenheiro de dados,Pleno,7000.0,de 4 a 6 anos,Branca
420,23.0,Feminino,Rio Grande do Sul (RS),,,2500.0,Até 2 anos,Branca
421,35.0,Masculino,,Cientista de dados,Sênior,22500.0,Mais de 10 anos,Branca
422,28.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Branca
423,25.0,Masculino,Paraná (PR),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca
424,28.0,Masculino,Distrito Federal (DF),,,,,Amarela
425,38.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca
426,32.0,Masculino,Minas Gerais (MG),,,14000.0,de 4 a 6 anos,Branca
427,38.0,Feminino,São Paulo (SP),,,,,Branca
428,38.0,Masculino,,,,10000.0,de 7 a 10 anos,Branca
429,58.0,Masculino,São Paulo (SP),Outra opção,Júnior,5000.0,Até 2 anos,Branca
430,35.0,Masculino,Goiás (GO),Engenheiro de dados,Sênior,18000.0,de 4 a 6 anos,Preta
431,,,,,,,,
432,38.0,Masculino,São Paulo (SP),Outra opção,Pleno,1000.0,Até 2 anos,Branca
433,36.0,Feminino,São Paulo (SP),Outra opção,Júnior,1500.0,Até 2 anos,Branca
434,30.0,Masculino,Paraná (PR),Analista de Dados,Sênior,18000.0,de 3 a 4 anos,Branca
435,27.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Branca
436,22.0,Feminino,Mato Grosso (MT),,,,,Preta
437,30.0,Feminino,Minas Gerais (MG),Engenheiro de dados,Sênior,14000.0,de 7 a 10 anos,Parda
438,29.0,Feminino,Rio de Janeiro (RJ),,,,,Parda
439,30.0,Masculino,Minas Gerais (MG),Cientista de dados,Pleno,10000.0,Até 2 anos,Branca
440,22.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca
441,37.0,Feminino,São Paulo (SP),Analista de BI,Sênior,14000.0,de 4 a 6 anos,Branca
442,24.0,Masculino,São Paulo (SP),Analista de BI,Pleno,7000.0,Até 2 anos,Branca
443,31.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 4 a 6 anos,Amarela
444,40.0,Masculino,São Paulo (SP),,,10000.0,de 3 a 4 anos,Branca
445,28.0,Masculino,Paraná (PR),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
446,31.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,18000.0,de 4 a 6 anos,Branca
447,29.0,Masculino,São Paulo (SP),Engenheiro de dados,Júnior,3500.0,Até 2 anos,Branca
448,30.0,Feminino,Minas Gerais (MG),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca
449,31.0,Feminino,,Analista de Dados,Júnior,14000.0,Até 2 anos,Parda
450,27.0,Masculino,São Paulo (SP),,,14000.0,de 3 a 4 anos,Branca
451,33.0,Masculino,Minas Gerais (MG),Analista de BI,Júnior,3500.0,Até 2 anos,Parda
452,35.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Sênior,14000.0,de 4 a 6 anos,Branca
453,23.0,Masculino,São Paulo (SP),Analista de BI,Pleno,5000.0,Até 2 anos,Branca
454,49.0,Masculino,Rio Grande do Sul (RS),,,,,Branca
455,41.0,Feminino,Distrito Federal (DF),,,18000.0,de 4 a 6 anos,Branca
456,34.0,Masculino,São Paulo (SP),,,40000.0,Mais de 10 anos,Parda
457,30.0,Masculino,Minas Gerais (MG),Analista de Dados,Pleno,5000.0,de 4 a 6 anos,Branca
458,36.0,Masculino,Paraíba (PB),Cientista de dados,Pleno,10000.0,de 7 a 10 anos,Parda
459,45.0,Masculino,Minas Gerais (MG),,,,,Parda
460,33.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,10000.0,de 4 a 6 anos,Branca
461,35.0,Masculino,Paraná (PR),Analista de Dados,Sênior,5000.0,Mais de 10 anos,Branca
462,23.0,Masculino,Rio Grande do Sul (RS),Analista de Dados,Pleno,5000.0,de 3 a 4 anos,Branca
463,22.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,3500.0,de 3 a 4 anos,Branca
464,42.0,Feminino,Rio de Janeiro (RJ),,,18000.0,Mais de 10 anos,Branca
465,28.0,Feminino,São Paulo (SP),Outra opção,Pleno,3500.0,Até 2 anos,Branca
466,46.0,Masculino,São Paulo (SP),,,35000.0,Mais de 10 anos,Amarela
467,25.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,10000.0,de 4 a 6 anos,Parda
468,29.0,Feminino,Rio Grande do Sul (RS),Analista de Dados,Júnior,2500.0,Até 2 anos,Branca
469,41.0,Masculino,São Paulo (SP),,,,,Branca
470,27.0,Feminino,Rio Grande do Sul (RS),Outra opção,Pleno,14000.0,Até 2 anos,Branca
471,23.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,5000.0,de 3 a 4 anos,Parda
472,46.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca
473,41.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,22500.0,de 7 a 10 anos,Parda
474,39.0,Masculino,Distrito Federal (DF),Engenheiro de dados,Júnior,7000.0,Até 2 anos,Branca
475,,,,,,,,
476,23.0,Masculino,São Paulo (SP),Analista de BI,Júnior,1500.0,Até 2 anos,Branca
477,26.0,Masculino,Minas Gerais (MG),Analista de BI,Pleno,3500.0,Até 2 anos,Branca
478,47.0,Masculino,Rio de Janeiro (RJ),,,35000.0,Mais de 10 anos,Parda
479,25.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 3 a 4 anos,Branca
480,28.0,Masculino,Santa Catarina (SC),Analista de BI,Júnior,5000.0,Até 2 anos,Branca
481,39.0,Masculino,São Paulo (SP),,,,,Branca
482,41.0,Masculino,São Paulo (SP),Engenheiro de dados,Sênior,27500.0,Mais de 10 anos,Branca
483,53.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,14000.0,Mais de 10 anos,Branca
484,,,,,,,,
485,22.0,Masculino,Pernambuco (PE),Analista de BI,Pleno,5000.0,Até 2 anos,Parda
486,,,,,,,,
487,30.0,Feminino,Distrito Federal (DF),Outra opção,Sênior,14000.0,Até 2 anos,Branca
488,36.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Pleno,2500.0,Até 2 anos,Preta
489,27.0,Feminino,Rio de Janeiro (RJ),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
490,44.0,Masculino,Paraná (PR),,,,,Branca
491,23.0,Feminino,Paraná (PR),Analista de BI,Júnior,3500.0,Até 2 anos,Branca
492,37.0,Masculino,Minas Gerais (MG),,,,,Branca
493,30.0,Masculino,Maranhão (MA),Analista de Dados,Sênior,7000.0,de 3 a 4 anos,Branca
494,23.0,Masculino,Rio Grande do Sul (RS),Analista de BI,Júnior,2500.0,Até 2 anos,Branca
495,37.0,Masculino,Rio Grande do Sul (RS),Outra opção,Sênior,14000.0,Até 2 anos,Branca
496,33.0,Feminino,São Paulo (SP),,,18000.0,Mais de 10 anos,Parda
497,,,,,,,,
498,26.0,Feminino,Bahia (BA),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
499,27.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Branca
500,26.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,7000.0,Até 2 anos,Parda
501,37.0,Masculino,Santa Catarina (SC),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca
502,37.0,Masculino,Minas Gerais (MG),,,18000.0,Mais de 10 anos,Branca
503,26.0,Masculino,Mato Grosso (MT),Analista de BI,Sênior,5000.0,de 3 a 4 anos,Branca
504,29.0,Masculino,Paraná (PR),Cientista de dados,Pleno,10000.0,Até 2 anos,Amarela
505,31.0,Masculino,Minas Gerais (MG),Analista de BI,Sênior,3500.0,Até 2 anos,Branca
506,27.0,Feminino,Rio de Janeiro (RJ),Outra opção,Júnior,2500.0,Até 2 anos,Parda
507,,,,,,,,
508,30.0,Masculino,São Paulo (SP),Cientista de dados,Pleno,7000.0,de 3 a 4 anos,Branca
509,50.0,Masculino,São Paulo (SP),,,40000.0,de 3 a 4 anos,Branca
510,21.0,Masculino,São Paulo (SP),,,,,Parda
511,26.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Branca
512,36.0,Feminino,São Paulo (SP),Analista de BI,Júnior,5000.0,de 3 a 4 anos,Parda
513,28.0,Masculino,São Paulo (SP),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Preta
514,43.0,Feminino,Minas Gerais (MG),Analista de BI,Pleno,10000.0,de 7 a 10 anos,Parda
515,31.0,Feminino,,Engenheiro de dados,Sênior,22500.0,de 4 a 6 anos,Branca
516,27.0,Feminino,São Paulo (SP),Cientista de dados,Sênior,10000.0,de 3 a 4 anos,Branca
517,33.0,Masculino,São Paulo (SP),Outra opção,Júnior,3500.0,Até 2 anos,Branca
518,31.0,Masculino,Pernambuco (PE),,,,,Branca
519,28.0,Feminino,,,,,,Branca
520,26.0,Masculino,Paraná (PR),,,10000.0,de 3 a 4 anos,Branca
521,30.0,Feminino,Rio Grande do Norte (RN),,,,,Branca
522,30.0,Masculino,São Paulo (SP),Analista de BI,Júnior,7000.0,Até 2 anos,Branca
523,31.0,Feminino,Minas Gerais (MG),Analista de Dados,Pleno,7000.0,de 3 a 4 anos,Parda
524,32.0,Masculino,Ceará (CE),Cientista de dados,Pleno,7000.0,Até 2 anos,Parda
525,30.0,Masculino,Pernambuco (PE),Analista de Dados,Pleno,5000.0,Até 2 anos,Branca
526,42.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Preta
527,35.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,7000.0,Até 2 anos,Branca
528,32.0,Masculino,Bahia (BA),,,10000.0,Até 2 anos,Parda
529,29.0,Feminino,Minas Gerais (MG),,,,,Branca
530,41.0,Masculino,Distrito Federal (DF),,,22500.0,Mais de 10 anos,Branca
531,44.0,Masculino,Bahia (BA),Analista de Dados,Júnior,3500.0,Até 2 anos,Branca
532,23.0,Feminino,Paraná (PR),Cientista de dados,Júnior,2500.0,Até 2 anos,Branca
533,29.0,Masculino,Minas Gerais (MG),,,35000.0,de 4 a 6 anos,Branca
534,21.0,Masculino,São Paulo (SP),Cientista de dados,Júnior,1500.0,Até 2 anos,Branca
535,27.0,Masculino,Minas Gerais (MG),Analista de Dados,Júnior,3500.0,Até 2 anos,Parda
536,29.0,Masculino,São Paulo (SP),Analista de BI,Sênior,10000.0,de 7 a 10 anos,Branca
537,29.0,Masculino,Rio de Janeiro (RJ),Engenheiro de dados,Pleno,10000.0,Até 2 anos,Parda
538,25.0,Masculino,Pará (PA),Analista de Dados,Júnior,5000.0,Até 2 anos,Parda
539,30.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,18000.0,de 4 a 6 anos,Parda
540,34.0,Masculino,São Paulo (SP),,,18000.0,de 7 a 10 anos,Parda
541,34.0,Masculino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca
542,70.0,Masculino,Distrito Federal (DF),Cientista de dados,Pleno,10000.0,Mais de 10 anos,Branca
543,25.0,Feminino,Maranhão (MA),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Branca
544,,,,,,,,
545,28.0,Feminino,Amazonas (AM),,,,,Branca
546,35.0,Masculino,Rio Grande do Sul (RS),,,5000.0,de 3 a 4 anos,Branca
547,31.0,Masculino,Santa Catarina (SC),Outra opção,Júnior,1500.0,Até 2 anos,Branca
548,27.0,Masculino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Branca
549,28.0,Masculino,Ceará (CE),Analista de BI,Pleno,7000.0,de 3 a 4 anos,Branca
550,30.0,Masculino,São Paulo (SP),Engenheiro de dados,Pleno,7000.0,de 3 a 4 anos,Branca
551,38.0,Feminino,São Paulo (SP),Analista de BI,Júnior,5000.0,Até 2 anos,Parda
552,30.0,Masculino,Paraná (PR),Cientista de dados,Sênior,10000.0,de 4 a 6 anos,Branca
553,,,,,,,,
554,33.0,Feminino,Minas Gerais (MG),Analista de Dados,Sênior,7000.0,de 3 a 4 anos,Branca
555,27.0,Masculino,Espírito Santo (ES),,,14000.0,de 7 a 10 anos,Branca
556,38.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,5000.0,Até 2 anos,Branca
557,47.0,Masculino,São Paulo (SP),Outra opção,Sênior,2500.0,Mais de 10 anos,Parda
558,43.0,Masculino,São Paulo (SP),,,27500.0,Até 2 anos,Parda
559,24.0,Masculino,Santa Catarina (SC),Cientista de dados,Júnior,10000.0,Até 2 anos,Branca
560,27.0,Masculino,São Paulo (SP),Analista de Dados,Júnior,3500.0,de 3 a 4 anos,Amarela
561,19.0,Masculino,São Paulo (SP),,,,,Parda
562,35.0,Feminino,Rio de Janeiro (RJ),Outra opção,Sênior,10000.0,de 3 a 4 anos,Parda
563,40.0,Masculino,Santa Catarina (SC),,,35000.0,Mais de 10 anos,Branca
564,,,,,,,,
565,36.0,Masculino,São Paulo (SP),Outra opção,Sênior,14000.0,Mais de 10 anos,Branca
566,34.0,Masculino,São Paulo (SP),,,18000.0,Mais de 10 anos,Branca
567,25.0,Feminino,Amazonas (AM),Analista de BI,Pleno,5000.0,de 3 a 4 anos,Parda
568,31.0,Masculino,Paraná (PR),Engenheiro de dados,Pleno,3500.0,de 7 a 10 anos,Branca
569,19.0,Masculino,São Paulo (SP),Analista de BI,Júnior,1500.0,Até 2 anos,Branca
570,33.0,Masculino,Santa Catarina (SC),,,18000.0,de 7 a 10 anos,Parda
571,32.0,Masculino,Santa Catarina (SC),Analista de Dados,Pleno,3500.0,de 3 a 4 anos,Branca
572,40.0,Masculino,São Paulo (SP),Cientista de dados,Sênior,14000.0,de 4 a 6 anos,Parda
573,28.0,Masculino,Rio de Janeiro (RJ),Analista de Dados,Júnior,1500.0,Até 2 anos,Branca
574,34.0,Masculino,São Paulo (SP),Analista de Dados,Sênior,10000.0,de 3 a 4 anos,Parda
575,37.0,Masculino,Minas Gerais (MG),,,18000.0,Mais de 10 anos,Branca
